ProjectID,PROJNUM,count_combined,combined,instream,riparian,passage,road,upland,wetland,estuarine,urban,screening,flow
6,19970006,2,1,instream,riparian,,,,,,,,
12,19970012,2,1,instream,riparian,,,,,,,,
13,19970013,2,1,instream,riparian,,,,,,,,
14,19970014,4,1,instream,riparian,passage,road,,,,,,
16,19970017,2,1,instream,,passage,,,,,,,
17,19970019,3,1,instream,riparian,,road,,,,,,
18,19970020,2,1,instream,,,road,,,,,,
21,19970023,2,1,instream,riparian,,,,,,,,
23,19970025,2,1,instream,riparian,,,,,,,,
26,19970028,2,1,instream,riparian,,,,,,,,
36,19970039,2,1,instream,,passage,,,,,,,
37,19970041,2,1,instream,riparian,,,,,,,,
38,19970042,2,1,,riparian,,,,wetland,,,,
43,19970047,2,1,instream,riparian,,,,,,,,
46,19970072,2,1,instream,riparian,,,,,,,,
47,19970073,2,1,instream,riparian,,,,,,,,
48,19970074,2,1,instream,riparian,,,,,,,,
49,19970075,2,1,instream,riparian,,,,,,,,
50,19970076,2,1,,riparian,,,upland,,,,,
51,19970077,2,1,,riparian,,,upland,,,,,
52,19970078,2,1,,riparian,,,upland,,,,,
53,19970079,2,1,,riparian,,,upland,,,,,
57,19970088,2,1,instream,riparian,,,,,,,,
58,19970089,3,1,instream,riparian,,road,,,,,,
62,19970093,3,1,instream,riparian,,,upland,,,,,
63,19970094,2,1,,riparian,,,upland,,,,,
64,19970095,2,1,,riparian,,,upland,,,,,
65,19970096,2,1,,riparian,,,upland,,,,,
66,19970097,2,1,,riparian,,,upland,,,,,
69,19970100,4,1,instream,riparian,passage,road,,,,,,
74,19970112,2,1,instream,riparian,,,,,,,,
75,19970113,2,1,instream,riparian,,,,,,,,
76,19970123,2,1,instream,riparian,,,,,,,,
80,19970129,2,1,instream,riparian,,,,,,,,
87,19970142,2,1,instream,riparian,,,,,,,,
89,19970144,2,1,instream,riparian,,,,,,,,
90,19970145,2,1,instream,riparian,,,,,,,,
91,19970146,2,1,instream,riparian,,,,,,,,
95,19970257,2,1,,riparian,,,upland,,,,,
100,19970401,2,1,,riparian,,road,,,,,,
102,19970409,2,1,instream,,passage,,,,,,,
107,19970416,3,1,instream,riparian,,road,,,,,,
108,19970417,3,1,instream,riparian,passage,,,,,,,
110,19970419,3,1,instream,riparian,,road,,,,,,
111,19970420,2,1,instream,,,road,,,,,,
112,19970421,4,1,instream,riparian,passage,road,,,,,,
113,19970422,2,1,instream,riparian,,,,,,,,
114,19970423,3,1,instream,riparian,,,upland,,,,,
121,19970430,3,1,instream,riparian,,,upland,,,,,
126,19970436,2,1,instream,riparian,,,,,,,,
129,19970439,2,1,,riparian,,,upland,,,,,
130,19970440,2,1,,riparian,passage,,,,,,,
131,19970441,3,1,instream,riparian,passage,,,,,,,
138,19970452,2,1,instream,riparian,,,,,,,,
148,19970472,2,1,instream,riparian,,,,,,,,
153,19970484,3,1,,riparian,,road,upland,,,,,
154,19970488,2,1,,riparian,,road,,,,,,
155,19970489,2,1,,riparian,,road,,,,,,
156,19970490,2,1,,riparian,,road,,,,,,
157,19970492,2,1,,riparian,,road,,,,,,
159,19970495,2,1,instream,,passage,,,,,,,
184,19970554,2,1,instream,,passage,,,,,,,
188,19970562,3,1,,riparian,passage,,upland,,,,,
190,19970564,2,1,instream,,,road,,,,,,
194,19970570,2,1,instream,riparian,,,,,,,,
204,19970584,2,1,instream,riparian,,,,,,,,
205,19970607,2,1,instream,riparian,,,,,,,,
206,19970608,3,1,instream,riparian,passage,,,,,,,
207,19970609,2,1,instream,riparian,,,,,,,,
214,19970624,2,1,instream,riparian,,,,,,,,
215,19970625,3,1,,riparian,,road,upland,,,,,
243,19970657,3,1,instream,riparian,passage,,,,,,,
244,19970658,3,1,instream,riparian,,,upland,,,,,
245,19970659,2,1,instream,riparian,,,,,,,,
248,19970663,3,1,instream,riparian,,,upland,,,,,
259,19970676,2,1,,,passage,road,,,,,,
274,19970691,2,1,,,passage,road,,,,,,
287,19970704,2,1,instream,riparian,,,,,,,,
291,19970708,2,1,instream,riparian,,,,,,,,
294,19970711,3,1,instream,riparian,passage,,,,,,,
327,19970745,2,1,instream,riparian,,,,,,,,
426,19970846,2,1,,,passage,road,,,,,,
454,19970874,2,1,,,passage,road,,,,,,
455,19970875,2,1,,,passage,road,,,,,,
475,19970897,2,1,instream,riparian,,,,,,,,
534,19970959,2,1,,riparian,,road,,,,,,
567,19970994,3,1,,riparian,,road,upland,,,,,
568,19970995,2,1,,riparian,,,upland,,,,,
570,19970997,2,1,instream,riparian,,,,,,,,
574,19971001,2,1,,riparian,,,upland,,,,,
575,19971002,2,1,,riparian,,,upland,,,,,
577,19971004,2,1,,riparian,,,upland,,,,,
578,19971006,2,1,,riparian,,,upland,,,,,
582,19971010,3,1,instream,riparian,passage,,,,,,,
592,19971020,2,1,instream,,passage,,,,,,,
594,19971022,2,1,instream,,passage,,,,,,,
595,19971023,2,1,,,passage,road,,,,,,
603,19971031,3,1,instream,riparian,,,upland,,,,,
609,19971037,2,1,instream,riparian,,,,,,,,
610,19971038,2,1,instream,riparian,,,,,,,,
611,19971039,2,1,instream,,,road,,,,,,
612,19971040,2,1,instream,,,road,,,,,,
617,19971045,2,1,instream,,,road,,,,,,
619,19971047,2,1,instream,riparian,,,,,,,,
620,19971048,2,1,instream,,,road,,,,,,
622,19971050,4,1,instream,riparian,passage,road,,,,,,
623,19971051,2,1,instream,,,road,,,,,,
624,19971052,2,1,instream,,,road,,,,,,
625,19971053,2,1,instream,,,road,,,,,,
626,19971054,2,1,instream,,,road,,,,,,
627,19971055,2,1,instream,,,road,,,,,,
628,19971056,2,1,instream,,,road,,,,,,
629,19971057,2,1,,,passage,road,,,,,,
630,19971058,2,1,instream,,,road,,,,,,
631,19971059,2,1,instream,riparian,,,,,,,,
637,19971066,2,1,instream,riparian,,,,,,,,
640,19971069,2,1,,,passage,road,,,,,,
645,19971075,2,1,instream,,passage,,,,,,,
646,19971076,2,1,,riparian,,,,wetland,,,,
649,19971079,2,1,instream,riparian,,,,,,,,
650,19971080,2,1,instream,riparian,,,,,,,,
651,19971081,2,1,instream,riparian,,,,,,,,
652,19971082,3,1,instream,riparian,,,,wetland,,,,
653,19971083,3,1,instream,riparian,,,,wetland,,,,
655,19971085,4,1,instream,riparian,passage,,,wetland,,,,
656,19971086,3,1,instream,,passage,road,,,,,,
657,19971087,2,1,instream,,,road,,,,,,
658,19971088,2,1,,,passage,road,,,,,,
661,19971091,3,1,instream,riparian,,,,wetland,,,,
662,19971092,3,1,instream,riparian,,,,wetland,,,,
664,19971094,4,1,instream,riparian,passage,road,,,,,,
665,19971097,3,1,instream,riparian,,road,,,,,,
666,19971100,3,1,instream,riparian,passage,,,,,,,
667,19971101,3,1,instream,riparian,,,upland,,,,,
668,19971102,2,1,instream,riparian,,,,,,,,
669,19971103,3,1,instream,riparian,,,upland,,,,,
674,19971108,2,1,instream,,passage,,,,,,,
676,19971110,2,1,instream,riparian,,,,,,,,
678,19971112,2,1,instream,riparian,,,,,,,,
680,19971114,2,1,instream,riparian,,,,,,,,
686,19971120,2,1,instream,riparian,,,,,,,,
689,19971123,2,1,instream,riparian,,,,,,,,
691,19971125,2,1,,riparian,,,upland,,,,,
693,19971127,3,1,instream,riparian,,,upland,,,,,
694,19971128,3,1,instream,riparian,,,upland,,,,,
695,19971129,2,1,instream,riparian,,,,,,,,
711,19971145,2,1,,riparian,,,upland,,,,,
712,19971146,2,1,,riparian,,,upland,,,,,
713,19971147,2,1,,riparian,,,upland,,,,,
714,19971148,2,1,,riparian,,,upland,,,,,
719,19971153,2,1,,riparian,,,upland,,,,,
722,19971156,2,1,,riparian,,,upland,,,,,
723,19971157,2,1,,riparian,,,upland,,,,,
728,19971163,2,1,,riparian,,,upland,,,,,
730,19971165,2,1,instream,riparian,,,,,,,,
732,19971168,2,1,instream,riparian,,,,,,,,
733,19971169,2,1,instream,riparian,,,,,,,,
741,19971180,2,1,,riparian,,road,,,,,,
743,19971182,3,1,instream,,passage,road,,,,,,
744,19971183,3,1,instream,,passage,road,,,,,,
745,19971184,2,1,,,passage,road,,,,,,
746,19971186,2,1,,,passage,road,,,,,,
753,19971193,2,1,instream,riparian,,,,,,,,
754,19971194,2,1,instream,riparian,,,,,,,,
755,19971195,2,1,instream,,passage,,,,,,,
756,19971196,2,1,instream,riparian,,,,,,,,
757,19971197,2,1,,riparian,passage,,,,,,,
758,19971198,2,1,,riparian,,,upland,,,,,
760,19971201,3,1,instream,riparian,,road,,,,,,
775,19971218,2,1,,riparian,,,upland,,,,,
776,19971219,2,1,,riparian,,,upland,,,,,
778,19971223,2,1,,riparian,,,upland,,,,,
780,19971225,2,1,,riparian,,,upland,,,,,
781,19971226,2,1,instream,riparian,,,,,,,,
782,19971227,2,1,,riparian,,,upland,,,,,
783,19971228,6,1,instream,riparian,passage,road,upland,wetland,,,,
784,19971229,2,1,instream,riparian,,,,,,,,
785,19971230,3,1,,riparian,,road,upland,,,,,
786,19971231,2,1,instream,riparian,,,,,,,,
788,19971233,2,1,instream,,,road,,,,,,
808,19971253,3,1,,riparian,passage,road,,,,,,
827,19971272,2,1,instream,riparian,,,,,,,,
832,19971277,2,1,,,passage,road,,,,,,
834,19971281,3,1,instream,riparian,,,upland,,,,,
835,19971282,3,1,instream,riparian,,,upland,,,,,
838,19971285,2,1,instream,riparian,,,,,,,,
840,19971287,2,1,instream,riparian,,,,,,,,
841,19971288,2,1,instream,riparian,,,,,,,,
842,19971289,3,1,instream,riparian,,,upland,,,,,
845,19971292,2,1,instream,riparian,,,,,,,,
847,19971295,2,1,,riparian,,road,,,,,,
858,19971307,3,1,instream,riparian,,road,,,,,,
860,19971309,2,1,instream,riparian,,,,,,,,
861,19971310,2,1,instream,riparian,,,,,,,,
877,19971330,2,1,instream,,,road,,,,,,
882,19971338,2,1,instream,,,road,,,,,,
884,19971341,2,1,instream,,,road,,,,,,
890,19971353,2,1,,riparian,,road,,,,,,
891,19971354,2,1,,riparian,,road,,,,,,
899,19971378,2,1,,riparian,,,upland,,,,,
901,19971380,2,1,,riparian,,,upland,,,,,
905,19971384,2,1,,riparian,,,upland,,,,,
906,19971385,2,1,,riparian,,,upland,,,,,
907,19971386,2,1,,riparian,,,upland,,,,,
908,19971387,2,1,,riparian,,,upland,,,,,
909,19971388,2,1,,riparian,,,upland,,,,,
910,19971389,2,1,,riparian,,,upland,,,,,
911,19971390,2,1,,riparian,,,upland,,,,,
912,19971391,2,1,,riparian,,,upland,,,,,
913,19971392,3,1,instream,riparian,,,upland,,,,,
920,19971399,3,1,,riparian,,road,,wetland,,,,
925,19971404,3,1,instream,riparian,,,upland,,,,,
926,19971405,3,1,instream,riparian,,,upland,,,,,
941,19971420,2,1,,riparian,,road,,,,,,
942,19971421,3,1,instream,riparian,,road,,,,,,
963,19971442,2,1,,riparian,,road,,,,,,
988,19971470,2,1,,,passage,road,,,,,,
1022,19971506,2,1,,riparian,passage,,,,,,,
1026,19971510,2,1,,riparian,,,upland,,,,,
1027,19971511,4,1,instream,riparian,passage,road,,,,,,
1047,19971531,2,1,,,passage,road,,,,,,
1054,19971538,2,1,,,passage,road,,,,,,
1055,19971539,2,1,,,passage,road,,,,,,
1060,19971544,2,1,instream,riparian,,,,,,,,
1061,19971545,2,1,instream,riparian,,,,,,,,
1062,19971546,2,1,instream,riparian,,,,,,,,
1064,19971548,2,1,instream,riparian,,,,,,,,
1070,19971554,2,1,instream,riparian,,,,,,,,
1071,19971555,2,1,instream,riparian,,,,,,,,
1126,19971612,3,1,instream,riparian,,,,wetland,,,,
1141,19971631,2,1,,,passage,road,,,,,,
1144,19971635,2,1,instream,,,road,,,,,,
1152,19971652,2,1,,,passage,road,,,,,,
1156,19971660,2,1,instream,,,road,,,,,,
1157,19971666,3,1,instream,,passage,road,,,,,,
1161,19971696,2,1,instream,,,road,,,,,,
1163,19971705,2,1,instream,,,road,,,,,,
1169,19971711,2,1,instream,,,road,,,,,,
1219,19972018,2,1,,,passage,road,,,,,,
1232,19972031,2,1,,,passage,road,,,,,,
1250,19972049,2,1,,,passage,road,,,,,,
1279,19972078,2,1,,,passage,road,,,,,,
1303,19972103,2,1,,,passage,road,,,,,,
1307,19972107,2,1,,,passage,road,,,,,,
1308,19972108,2,1,,,passage,road,,,,,,
1338,19972145,2,1,,,passage,road,,,,,,
1340,19972147,2,1,,,passage,road,,,,,,
1344,19972151,2,1,,,passage,road,,,,,,
1349,19972156,2,1,,,passage,road,,,,,,
1371,19972178,2,1,,,passage,road,,,,,,
1382,19980009,5,1,instream,riparian,passage,road,upland,,,,,
1389,19980016,2,1,,riparian,,,upland,,,,,
1392,19980019,4,1,instream,riparian,,road,upland,,,,,
1393,19980020,2,1,instream,riparian,,,,,,,,
1397,19980024,2,1,instream,,passage,,,,,,,
1398,19980025,2,1,instream,,passage,,,,,,,
1399,19980026,2,1,instream,,,road,,,,,,
1400,19980027,2,1,instream,,,road,,,,,,
1402,19980029,2,1,instream,,passage,,,,,,,
1404,19980031,2,1,,,passage,road,,,,,,
1423,19980050,2,1,,,passage,,,,,,screening,
1427,19980055,2,1,,riparian,,,upland,,,,,
1430,19980059,2,1,,riparian,,,upland,,,,,
1433,19980062,2,1,,riparian,,,upland,,,,,
1434,19980063,2,1,,riparian,,,upland,,,,,
1435,19980067,2,1,,riparian,,,upland,,,,,
1443,19980077,2,1,,,passage,road,,,,,,
1467,19980101,2,1,,,passage,road,,,,,,
1468,19980102,2,1,,,passage,road,,,,,,
1488,19980122,2,1,instream,,,road,,,,,,
1489,19980123,2,1,instream,,,road,,,,,,
1495,19980129,4,1,instream,riparian,,,upland,wetland,,,,
1511,19980145,2,1,,riparian,,road,,,,,,
1537,19980171,2,1,,riparian,,,upland,,,,,
1539,19980173,3,1,instream,,passage,road,,,,,,
1540,19980174,2,1,instream,riparian,,,,,,,,
1543,19980177,3,1,instream,,passage,road,,,,,,
1546,19980180,2,1,instream,riparian,,,,,,,,
1549,19980183,2,1,instream,riparian,,,,,,,,
1552,19980186,3,1,instream,riparian,,,upland,,,,,
1609,19980243,2,1,instream,riparian,,,,,,,,
1623,19980257,2,1,,riparian,,,upland,,,,,
1628,19980262,2,1,,riparian,,road,,,,,,
1641,19980275,2,1,instream,riparian,,,,,,,,
1642,19980276,3,1,instream,riparian,,,upland,,,,,
1644,19980278,3,1,instream,riparian,,,upland,,,,,
1645,19980279,3,1,instream,riparian,,,upland,,,,,
1646,19980280,2,1,instream,riparian,,,,,,,,
1647,19980281,3,1,instream,riparian,,,upland,,,,,
1652,19980287,3,1,instream,riparian,passage,,,,,,,
1653,19980288,3,1,instream,riparian,passage,,,,,,,
1655,19980290,3,1,instream,riparian,passage,,,,,,,
1656,19980291,3,1,instream,riparian,passage,,,,,,,
1660,19980296,2,1,instream,riparian,,,,,,,,
1661,19980297,3,1,instream,riparian,,,,wetland,,,,
1664,19980300,2,1,instream,riparian,,,,,,,,
1665,19980301,2,1,instream,riparian,,,,,,,,
1675,19980311,2,1,,,passage,road,,,,,,
1681,19980317,2,1,,,passage,road,,,,,,
1683,19980319,2,1,instream,,,road,,,,,,
1686,19980322,2,1,,,passage,road,,,,,,
1688,19980324,2,1,,,passage,road,,,,,,
1690,19980326,2,1,,,passage,road,,,,,,
1711,19980347,2,1,,,passage,road,,,,,,
1728,19980364,2,1,,,passage,road,,,,,,
1729,19980365,2,1,,,passage,road,,,,,,
1758,19980395,2,1,,,passage,road,,,,,,
1793,19980430,2,1,,,passage,road,,,,,,
1817,19980455,2,1,,,passage,road,,,,,,
1819,19980457,2,1,,,passage,road,,,,,,
1820,19980458,2,1,,,passage,road,,,,,,
1838,19980476,4,1,instream,riparian,passage,road,,,,,,
1844,19980483,2,1,instream,,passage,,,,,,,
1846,19980485,2,1,,,passage,,,,,,,flow
1858,19980499,2,1,,,passage,road,,,,,,
1862,19980503,2,1,instream,,passage,,,,,,,
1868,19980509,2,1,,,passage,road,,,,,,
1869,19980510,2,1,,,passage,road,,,,,,
1875,19980516,2,1,,,passage,road,,,,,,
1881,19980522,2,1,,riparian,,,upland,,,,,
1884,19980525,2,1,,riparian,,,upland,,,,,
1900,19980541,2,1,instream,riparian,,,,,,,,
1902,19980543,2,1,instream,riparian,,,,,,,,
1917,19980558,2,1,,,passage,road,,,,,,
1923,19980564,2,1,,,passage,road,,,,,,
1934,19980576,2,1,,,passage,road,,,,,,
1945,19980597,2,1,,,passage,road,,,,,,
1946,19980598,2,1,,,passage,road,,,,,,
1947,19980599,2,1,,,passage,road,,,,,,
1948,19980600,2,1,,riparian,,,upland,,,,,
1951,19980603,2,1,,riparian,,,upland,,,,,
2027,19980679,2,1,,,passage,road,,,,,,
2033,19980685,2,1,,riparian,,road,,,,,,
2034,19980686,3,1,,riparian,passage,road,,,,,,
2038,19980690,2,1,,riparian,,road,,,,,,
2039,19980691,2,1,,riparian,,road,,,,,,
2041,19980693,2,1,,riparian,,road,,,,,,
2042,19980694,2,1,,riparian,,road,,,,,,
2043,19980695,2,1,,riparian,,road,,,,,,
2066,19980718,2,1,,,passage,road,,,,,,
2070,19980722,3,1,instream,riparian,passage,,,,,,,
2072,19980724,2,1,instream,,passage,,,,,,,
2101,19980760,2,1,,,passage,road,,,,,,
2123,19980801,2,1,instream,,passage,,,,,,,
2125,19980803,4,1,instream,riparian,passage,,,wetland,,,,
2126,19980804,4,1,instream,riparian,passage,,,wetland,,,,
2127,19980805,2,1,instream,,passage,,,,,,,
2128,19980806,2,1,instream,,,,,wetland,,,,
2129,19980807,2,1,instream,,passage,,,,,,,
2130,19980808,4,1,instream,riparian,passage,,,wetland,,,,
2131,19980809,5,1,instream,riparian,passage,,upland,wetland,,,,
2133,19980811,2,1,instream,,passage,,,,,,,
2134,19980812,3,1,instream,riparian,passage,,,,,,,
2145,19980824,2,1,,,passage,road,,,,,,
2146,19980825,2,1,,,passage,road,,,,,,
2147,19980826,2,1,,,passage,road,,,,,,
2148,19980827,2,1,instream,,passage,,,,,,,
2155,19980834,2,1,,,passage,road,,,,,,
2156,19980835,2,1,,,passage,road,,,,,,
2158,19980837,2,1,,,passage,road,,,,,,
2162,19980841,2,1,,,passage,road,,,,,,
2180,19980860,2,1,,,passage,road,,,,,,
2186,19980866,3,1,instream,,passage,road,,,,,,
2198,19980881,3,1,instream,,passage,road,,,,,,
2199,19980882,2,1,instream,,passage,,,,,,,
2201,19980884,3,1,instream,,passage,road,,,,,,
2202,19980885,2,1,instream,,passage,,,,,,,
2204,19980887,2,1,instream,,passage,,,,,,,
2205,19980888,2,1,instream,,passage,,,,,,,
2210,19980893,2,1,instream,riparian,,,,,,,,
2219,19980902,2,1,,,passage,road,,,,,,
2221,19980904,2,1,,,passage,road,,,,,,
2226,19980909,2,1,,,passage,road,,,,,,
2232,19980915,2,1,,,passage,road,,,,,,
2233,19980916,2,1,,,passage,road,,,,,,
2277,19980960,2,1,instream,riparian,,,,,,,,
2286,19980969,2,1,,riparian,,,upland,,,,,
2287,19980970,3,1,instream,riparian,,road,,,,,,
2288,19980971,3,1,instream,riparian,,,upland,,,,,
2289,19980972,2,1,instream,riparian,,,,,,,,
2290,19980973,2,1,,riparian,,,upland,,,,,
2291,19980974,2,1,instream,riparian,,,,,,,,
2293,19980976,2,1,,riparian,,,upland,,,,,
2296,19980979,2,1,,riparian,passage,,,,,,,
2297,19980980,2,1,,riparian,passage,,,,,,,
2301,19980984,2,1,,riparian,passage,,,,,,,
2330,19981013,2,1,instream,riparian,,,,,,,,
2333,19981016,2,1,instream,riparian,,,,,,,,
2359,19981046,2,1,instream,,passage,,,,,,,
2391,19981079,2,1,,,passage,road,,,,,,
2392,19981080,2,1,instream,,passage,,,,,,,
2393,19981081,2,1,,riparian,,,,wetland,,,,
2395,19981083,2,1,,riparian,,,,wetland,,,,
2398,19981086,2,1,,riparian,,,upland,,,,,
2400,19981088,3,1,instream,riparian,,,upland,,,,,
2405,19981093,2,1,,,passage,,upland,,,,,
2408,19981096,2,1,,riparian,passage,,,,,,,
2411,19981099,2,1,,riparian,passage,,,,,,,
2413,19981101,2,1,instream,riparian,,,,,,,,
2414,19981102,2,1,instream,riparian,,,,,,,,
2422,19981110,2,1,,riparian,,,upland,,,,,
2423,19981111,2,1,,,passage,,,,,,screening,
2427,19981115,2,1,instream,riparian,,,,,,,,
2428,19981116,2,1,,riparian,passage,,,,,,,
2465,19981154,2,1,,riparian,,,upland,,,,,
2466,19981155,2,1,,riparian,,,upland,,,,,
2468,19981157,2,1,,riparian,,,upland,,,,,
2469,19981158,2,1,,riparian,,,upland,,,,,
2536,19990015,2,1,,,passage,road,,,,,,
2537,19990016,2,1,,,passage,road,,,,,,
2539,19990018,2,1,,,passage,road,,,,,,
2559,19990038,2,1,instream,,passage,,,,,,,
2563,19990042,3,1,instream,,passage,,,wetland,,,,
2565,19990044,3,1,instream,,passage,road,,,,,,
2566,19990045,2,1,instream,,passage,,,,,,,
2567,19990046,2,1,instream,,passage,,,,,,,
2574,19990053,2,1,,riparian,,road,,,,,,
2575,19990054,2,1,,riparian,,road,,,,,,
2576,19990055,2,1,,riparian,,road,,,,,,
2577,19990056,2,1,,riparian,,road,,,,,,
2578,19990057,2,1,,riparian,,road,,,,,,
2579,19990058,2,1,,riparian,,road,,,,,,
2658,19990138,2,1,instream,riparian,,,,,,,,
2659,19990139,2,1,instream,riparian,,,,,,,,
2686,19990166,2,1,instream,riparian,,,,,,,,
2691,19990171,2,1,instream,riparian,,,,,,,,
2693,19990173,3,1,,riparian,passage,,upland,,,,,
2756,19990236,3,1,instream,riparian,passage,,,,,,,
2762,19990242,2,1,instream,riparian,,,,,,,,
2766,19990246,2,1,instream,,passage,,,,,,,
2768,19990248,2,1,instream,,,road,,,,,,
2869,19990349,2,1,instream,,,road,,,,,,
2889,19990369,2,1,,,passage,road,,,,,,
2897,19990377,2,1,instream,,passage,,,,,,,
3010,19990490,2,1,,riparian,,road,,,,,,
3037,19990517,2,1,,riparian,passage,,,,,,,
3038,19990518,2,1,instream,riparian,,,,,,,,
3039,19990519,2,1,,,passage,,upland,,,,,
3040,19990520,3,1,instream,,,road,,wetland,,,,
3043,19990523,2,1,,,passage,road,,,,,,
3063,19990543,2,1,,,passage,road,,,,,,
3064,19990544,2,1,,,passage,road,,,,,,
3067,19990547,2,1,,,passage,road,,,,,,
3068,19990548,2,1,,,passage,road,,,,,,
3069,19990549,2,1,,,passage,road,,,,,,
3070,19990550,2,1,,,passage,road,,,,,,
3108,19990588,2,1,instream,,,road,,,,,,
3113,19990593,2,1,,riparian,,road,,,,,,
3114,19990594,2,1,,,passage,road,,,,,,
3115,19990595,2,1,,,passage,road,,,,,,
3116,19990596,2,1,,,passage,road,,,,,,
3117,19990597,2,1,,,passage,road,,,,,,
3141,19990621,2,1,,,passage,road,,,,,,
3147,19990627,2,1,,,passage,road,,,,,,
3148,19990628,2,1,,,passage,road,,,,,,
3152,19990632,4,1,instream,,passage,,upland,,,,,flow
3167,19990648,2,1,,riparian,,road,,,,,,
3169,19990650,3,1,,riparian,passage,road,,,,,,
3170,19990651,2,1,,riparian,,road,,,,,,
3171,19990652,3,1,,riparian,passage,road,,,,,,
3172,19990653,2,1,,riparian,,road,,,,,,
3179,19990660,2,1,,riparian,,road,,,,,,
3183,19990664,2,1,,,passage,road,,,,,,
3200,19990681,2,1,,,passage,road,,,,,,
3205,19990686,2,1,,,passage,road,,,,,,
3213,19990694,2,1,instream,riparian,,,,,,,,
3218,19990699,2,1,instream,riparian,,,,,,,,
3219,19990700,2,1,,riparian,,,,wetland,,,,
3223,19990704,2,1,instream,riparian,,,,,,,,
3226,19990707,2,1,instream,riparian,,,,,,,,
3227,19990708,2,1,,riparian,,,,wetland,,,,
3236,19990717,3,1,instream,riparian,,,upland,,,,,
3238,19990719,2,1,instream,riparian,,,,,,,,
3239,19990720,2,1,,riparian,,,upland,,,,,
3240,19990721,2,1,instream,riparian,,,,,,,,
3242,19990723,2,1,instream,riparian,,,,,,,,
3244,19990725,2,1,instream,riparian,,,,,,,,
3245,19990726,2,1,instream,riparian,,,,,,,,
3246,19990727,2,1,instream,riparian,,,,,,,,
3247,19990728,2,1,instream,riparian,,,,,,,,
3248,19990729,2,1,instream,riparian,,,,,,,,
3253,19990734,2,1,,,passage,road,,,,,,
3286,19990767,2,1,,,passage,road,,,,,,
3293,19990774,2,1,,,passage,road,,,,,,
3295,19990776,2,1,,,passage,road,,,,,,
3297,19990778,2,1,,,passage,road,,,,,,
3303,19990784,2,1,,,passage,road,,,,,,
3304,19990785,2,1,,,passage,road,,,,,,
3323,19990804,2,1,,riparian,,,upland,,,,,
3329,19990810,2,1,,,passage,road,,,,,,
3330,19990811,3,1,instream,,passage,road,,,,,,
3347,19990828,2,1,,,passage,road,,,,,,
3348,19990829,2,1,,,passage,road,,,,,,
3349,19990830,2,1,,,passage,road,,,,,,
3350,19990831,2,1,,,passage,road,,,,,,
3351,19990832,2,1,,,passage,road,,,,,,
3352,19990833,2,1,,,passage,road,,,,,,
3353,19990834,2,1,,,passage,road,,,,,,
3354,19990835,2,1,,,passage,road,,,,,,
3355,19990836,2,1,,,passage,road,,,,,,
3356,19990837,2,1,,,passage,road,,,,,,
3357,19990838,2,1,,,passage,road,,,,,,
3358,19990839,2,1,,,passage,road,,,,,,
3359,19990840,2,1,,,passage,road,,,,,,
3360,19990841,2,1,,,passage,road,,,,,,
3361,19990842,2,1,,,passage,road,,,,,,
3362,19990843,2,1,,,passage,road,,,,,,
3363,19990844,2,1,,,passage,road,,,,,,
3364,19990845,2,1,,,passage,road,,,,,,
3365,19990846,2,1,,,passage,road,,,,,,
3366,19990847,2,1,,,passage,road,,,,,,
3367,19990848,2,1,,,passage,road,,,,,,
3384,19990865,2,1,,,passage,road,,,,,,
3416,19990898,2,1,,riparian,,,upland,,,,,
3417,19990899,2,1,,riparian,,,upland,,,,,
3418,19990900,2,1,instream,riparian,,,,,,,,
3419,19990901,2,1,instream,riparian,,,,,,,,
3425,19990907,2,1,,riparian,,,upland,,,,,
3429,19990911,2,1,instream,riparian,,,,,,,,
3450,19990932,2,1,,riparian,,,,wetland,,,,
3455,19990937,2,1,,riparian,,,upland,,,,,
3468,19990950,2,1,,,passage,road,,,,,,
3474,19990957,3,1,instream,,passage,road,,,,,,
3475,19990958,2,1,,,passage,road,,,,,,
3476,19990959,2,1,,,passage,road,,,,,,
3481,19990964,2,1,,,passage,road,,,,,,
3496,19990979,2,1,instream,riparian,,,,,,,,
3500,19990983,2,1,instream,riparian,,,,,,,,
3505,19990988,2,1,,riparian,,,upland,,,,,
3506,19990989,4,1,instream,riparian,passage,,upland,,,,,
3507,19990990,2,1,instream,,passage,,,,,,,
3523,19991006,2,1,,riparian,,,upland,,,,,
3525,19991008,4,1,instream,riparian,,,upland,,estuarine,,,
3527,19991010,2,1,instream,riparian,,,,,,,,
3531,19991014,3,1,instream,riparian,,,,wetland,,,,
3537,19991020,3,1,instream,riparian,passage,,,,,,,
3538,19991021,2,1,,,passage,,,,,,,flow
3548,19991031,3,1,instream,riparian,passage,,,,,,,
3550,19991033,2,1,instream,riparian,,,,,,,,
3555,19991038,2,1,instream,riparian,,,,,,,,
3556,19991039,2,1,instream,riparian,,,,,,,,
3567,19991050,2,1,instream,riparian,,,,,,,,
3575,19991058,2,1,,riparian,,,upland,,,,,
3576,19991059,2,1,,riparian,,,upland,,,,,
3584,19991067,2,1,,riparian,,,upland,,,,,
3585,19991068,2,1,,riparian,,,upland,,,,,
3587,19991070,2,1,,riparian,,,upland,,,,,
3588,19991071,2,1,,riparian,,,upland,,,,,
3589,19991072,2,1,,riparian,,,upland,,,,,
3591,19991074,2,1,,riparian,,,upland,,,,,
3592,19991075,2,1,,riparian,,,upland,,,,,
