PROJNUM,ActivityType
20060006,Road
20060007,Road
20060008,Riparian
20060009,Riparian
20060010,Riparian
20060011,Riparian
20060012,Riparian
20060013,Riparian
20060014,Riparian
20060015,Riparian
20060016,Fish Passage
20060016,Upland
20060017,Instream
20060017,Riparian
20060017,Fish Passage
20060017,Road
20060018,Riparian
20060019,Riparian
20060020,Riparian
20060021,Riparian
20060022,Riparian
20060023,Riparian
20060024,Riparian
20060025,Riparian
20060026,Riparian
20060027,Riparian
20060028,Riparian
20060029,Riparian
20060030,Riparian
20060031,Riparian
20060032,Riparian
20060033,Riparian
20060034,Riparian
20060035,Riparian
20060036,Riparian
20060037,Riparian
20060038,Riparian
20060039,Riparian
20060040,Riparian
20060041,Riparian
20060042,Riparian
20060043,Riparian
20060044,Riparian
20060045,Riparian
20060046,Riparian
20060047,Riparian
20060048,Riparian
20060049,Riparian
20060050,Riparian
20060051,Riparian
20060052,Riparian
20060053,Riparian
20060054,Riparian
20060055,Riparian
20060056,Riparian
20060057,Riparian
20060058,Riparian
20060059,Riparian
20060060,Riparian
20060061,Riparian
20060062,Riparian
20060063,Riparian
20060064,Riparian
20060065,Riparian
20060066,Riparian
20060067,Instream
20060067,Riparian
20060067,Fish Passage
20060067,Road
20060068,Riparian
20060069,Riparian
20060070,Fish Passage
20060071,Fish Passage
20060072,Fish Passage
20060073,Fish Passage
20060074,Fish Passage
20060075,Fish Passage
20060076,Riparian
20060077,Riparian
20060078,Riparian
20060079,Riparian
20060080,Riparian
20060081,Riparian
20060082,Riparian
20060083,Riparian
20060084,Riparian
20060085,Riparian
20060086,Riparian
20060087,Riparian
20060088,Riparian
20060089,Riparian
20060090,Riparian
20060091,Riparian
20060092,Riparian
20060093,Riparian
20060094,Riparian
20060095,Riparian
20060096,Riparian
20060097,Riparian
20060098,Riparian
20060099,Riparian
20060100,Riparian
20060101,Riparian
20060102,Riparian
20060103,Riparian
20060104,Riparian
20060105,Riparian
20060106,Riparian
20060107,Riparian
20060108,Riparian
20060109,Riparian
20060110,Riparian
20060111,Riparian
20060112,Riparian
20060113,Riparian
20060114,Riparian
20060115,Riparian
20060116,Riparian
20060117,Riparian
20060118,Riparian
20060119,Riparian
20060120,Riparian
20060121,Riparian
20060122,Riparian
20060123,Riparian
20060124,Riparian
20060125,Riparian
20060126,Riparian
20060127,Riparian
20060128,Riparian
20060129,Riparian
20060130,Riparian
20060131,Riparian
20060132,Riparian
20060133,Riparian
20060134,Fish Passage
20060135,Fish Passage
20060136,Road
20060137,Fish Passage
20060138,Road
20060139,Fish Passage
20060140,Fish Passage
20060141,Road
20060142,Road
20060143,Road
20060144,Road
20060145,Road
20060146,Road
20060147,Road
20060148,Road
20060149,Road
20060150,Road
20060151,Road
20060152,Fish Passage
20060152,Road
20060153,Riparian
20060154,Riparian
20060155,Riparian
20060156,Riparian
20060156,Road
20060157,Riparian
20060157,Road
20060158,Riparian
20060158,Road
20060159,Riparian
20060160,Riparian
20060160,Road
20060161,Riparian
20060162,Riparian
20060162,Road
20060163,Riparian
20060163,Road
20060164,Riparian
20060165,Riparian
20060166,Riparian
20060167,Riparian
20060168,Road
20060169,Riparian
20060170,Road
20060171,Road
20060172,Road
20060173,Riparian
20060174,Riparian
20060175,Road
20060176,Road
20060177,Road
20060178,Road
20060179,Road
20060180,Road
20060181,Road
20060182,Fish Passage
20060183,Fish Passage
20060184,Fish Passage
20060185,Fish Passage
20060186,Fish Passage
20060187,Fish Passage
20060187,Road
20060188,Riparian
20060189,Riparian
20060190,Riparian
20060191,Riparian
20060192,Riparian
20060193,Riparian
20060194,Riparian
20060195,Riparian
20060196,Riparian
20060197,Road
20060198,Road
20060199,Fish Passage
20060200,Riparian
20060201,Fish Passage
20060202,Riparian
20060203,Riparian
20060204,Riparian
20060205,Riparian
20060206,Riparian
20060207,Riparian
20060208,Road
20060209,Road
20060210,Riparian
20060211,Riparian
20060212,Riparian
20060213,Road
20060214,Road
20060215,Riparian
20060216,Riparian
20060217,Riparian
20060218,Riparian
20060219,Riparian
20060220,Riparian
20060221,Riparian
20060222,Riparian
20060223,Riparian
20060224,Riparian
20060225,Riparian
20060226,Riparian
20060227,Riparian
20060228,Fish Passage
20060228,Road
20060229,Road
20060230,Fish Passage
20060230,Road
20060231,Road
20060232,Fish Passage
20060232,Road
20060233,Fish Passage
20060233,Road
20060234,Fish Passage
20060234,Road
20060235,Road
20060236,Road
20060237,Fish Passage
20060237,Road
20060238,Fish Passage
20060238,Road
20060239,Road
20060240,Fish Passage
20060240,Road
20060241,Road
20060242,Fish Passage
20060242,Road
20060243,Fish Passage
20060243,Road
20060244,Riparian
20060245,Riparian
20060246,Riparian
20060247,Riparian
20060248,Riparian
20060249,Riparian
20060250,Riparian
20060251,Riparian
20060252,Riparian
20060253,Riparian
20060254,Riparian
20060255,Riparian
20060256,Riparian
20060257,Riparian
20060258,Riparian
20060259,Riparian
20060260,Riparian
20060261,Riparian
20060262,Riparian
20060263,Riparian
20060264,Riparian
20060265,Riparian
20060266,Riparian
20060267,Road
20060268,Fish Passage
20060269,Road
20060270,Riparian
20060271,Riparian
20060272,Riparian
20060273,Riparian
20060274,Road
20060275,Riparian
20060276,Riparian
20060277,Riparian
20060278,Riparian
20060279,Riparian
20060280,Riparian
20060281,Riparian
20060282,Riparian
20060283,Riparian
20060284,Riparian
20060285,Riparian
20060286,Riparian
20060287,Riparian
20060288,Riparian
20060289,Riparian
20060290,Riparian
20060291,Riparian
20060292,Riparian
20060293,Riparian
20060294,Riparian
20060295,Road
20060296,Road
20060297,Road
20060298,Road
20060299,Road
20060300,Upland
20060301,Riparian
20060301,Upland
20060301,Wetland
20060302,Wetland
20060303,Wetland
20060304,Fish Passage
20060305,Fish Passage
20060306,Fish Passage
20060307,Instream
20060307,Riparian
20060307,Fish Passage
20060308,Fish Passage
20060309,Fish Passage
20060310,Riparian
20060311,Road
20060312,Fish Passage
20060313,Road
20060314,Road
20060315,Riparian
20060316,Riparian
20060317,Riparian
20060318,Riparian
20060319,Riparian
20060320,Riparian
20060321,Riparian
20060322,Road
20060323,Road
20060324,Road
20060325,Road
20060326,Road
20060327,Road
20060328,Road
20060329,Fish Passage
20060330,Instream
20060331,Road
20060332,Road
20060333,Road
20060334,Road
20060335,Fish Passage
20060336,Road
20060337,Road
20060338,Road
20060339,Road
20060340,Fish Passage
20060342,Fish Passage
20060343,Fish Passage
20060344,Fish Passage
20060345,Upland
20060346,Upland
20060347,Upland
20060348,Fish Passage
20060349,Riparian
20060349,Fish Passage
20060350,Upland
20060351,Upland
20060352,Riparian
20060353,Riparian
20060354,Riparian
20060355,Riparian
20060356,Riparian
20060357,Riparian
20060358,Riparian
20060359,Riparian
20060360,Riparian
20060361,Riparian
20060362,Riparian
20060363,Riparian
20060364,Riparian
20060365,Riparian
20060366,Riparian
20060367,Riparian
20060368,Road
20060369,Riparian
20060370,Riparian
20060371,Riparian
20060372,Riparian
20060373,Riparian
20060374,Riparian
20060375,Riparian
20060376,Riparian
20060377,Riparian
20060378,Riparian
20060379,Riparian
20060380,Riparian
20060381,Riparian
20060382,Riparian
20060383,Riparian
20060384,Upland
20060385,Road
20060386,Fish Passage
20060386,Road
20060387,Fish Passage
20060388,Fish Passage
20060390,Riparian
20060391,Road
20060392,Road
20060393,Road
20060394,Road
20060395,Road
20060396,Road
20060397,Road
20060398,Road
20060399,Road
20060400,Road
20060401,Road
20060402,Road
20060403,Fish Passage
20060404,Road
20060405,Instream
20060406,Instream
20060407,Riparian
20060408,Riparian
20060409,Road
20060410,Road
20060411,Road
20060412,Road
20060413,Road
20060414,Road
20060415,Road
20060416,Riparian
20060417,Fish Passage
20060417,Road
20060418,Road
20060419,Road
20060420,Instream
20060421,Instream
20060422,Fish Passage
20060423,Instream
20060424,Riparian
20060425,Fish Passage
20060426,Riparian
20060427,Riparian
20060428,Riparian
20060429,Instream
20060429,Riparian
20060429,Fish Passage
20060430,Riparian
20060431,Instream
20060432,Estuarine
20060433,Estuarine
20060434,Riparian
20060434,Fish Passage
20060435,Fish Passage
20060436,Instream
20060437,Instream
20060438,Fish Passage
20060439,Fish Passage
20060440,Fish Passage
20060441,Fish Passage
20060442,Instream
20060443,Fish Passage
20060444,Instream
20060444,Riparian
20060444,Upland
20060445,Fish Passage
20060446,Fish Passage
20060447,Fish Passage
20060448,Upland
20060449,Fish Passage
20060450,Fish Passage
20060451,Instream
20060452,Instream
20060453,Riparian
20060454,Upland
20060455,Instream
20060459,Riparian
20060460,Instream
20060461,Upland
20060462,Fish Passage
20060463,Fish Passage
20060464,Instream
20060464,Riparian
20060466,Riparian
20060466,Fish Passage
20060467,Instream
20060467,Riparian
20060468,Riparian
20060469,Riparian
20060470,Upland
20060471,Instream
20060471,Riparian
20060472,Instream
20060473,Riparian
20060474,Instream
20060475,Upland
20060476,Urban
20060477,Upland
20060478,Upland
20060479,Riparian
20060479,Fish Passage
20060480,Upland
20060481,Upland
20060482,Upland
20060483,Road
20060484,Upland
20060485,Riparian
20060485,Upland
20060486,Riparian
20060487,Wetland
20060488,Riparian
20060489,Riparian
20060490,Upland
20060491,Upland
20060492,Upland
20060493,Road
20060494,Riparian
20060494,Wetland
20060495,Fish Passage
20060496,Upland
20060497,Upland
20060498,Riparian
20060499,Riparian
20060500,Upland
20060501,Upland
20060502,Upland
20060503,Fish Passage
20060504,Instream
20060505,Riparian
20060506,Riparian
20060507,Wetland
20060508,Upland
20060509,Fish Passage
20060510,Upland
20060511,Upland
20060512,Urban
20060513,Riparian
20060513,Upland
20060514,Riparian
20060515,Riparian
20060516,Riparian
20060517,Riparian
20060518,Riparian
20060519,Fish Passage
20060520,Riparian
20060521,Riparian
20060522,Upland
20060523,Road
20060524,Road
20060525,Road
20060527,Urban
20060528,Road
20060529,Fish Passage
20060529,Road
20060530,Road
20060531,Instream
20060532,Riparian
20060532,Upland
20060533,Wetland
20060535,Instream Flow
20060536,Instream
20060537,Instream
20060538,Upland
20060539,Upland
20060540,Upland
20060541,Upland
20060542,Instream
20060543,Upland
20060544,Riparian
20060545,Riparian
20060546,Instream
20060546,Riparian
20060546,Road
20060546,Upland
20060547,Upland
20060548,Riparian
20060549,Instream
20060549,Riparian
20060549,Upland
20060550,Instream
20060550,Riparian
20060551,Instream
20060551,Riparian
20060551,Upland
20060552,Instream
20060552,Riparian
20060553,Riparian
20060553,Upland
20060554,Upland
20060555,Riparian
20060555,Fish Passage
20060555,Road
20060556,Upland
20060557,Upland
20060558,Upland
20060559,Upland
20060560,Upland
20060561,Instream
20060561,Riparian
20060562,Upland
20060563,Riparian
20060564,Upland
20060565,Upland
20060566,Riparian
20060567,Riparian
20060568,Upland
20060569,Upland
20060570,Fish Passage
20060571,Upland
20060572,Upland
20060573,Upland
20060574,Upland
20060575,Fish Passage
20060576,Upland
20060577,Upland
20060578,Upland
20060579,Upland
20060580,Upland
20060581,Upland
20060582,Upland
20060583,Fish Passage
20060584,Upland
20060585,Upland
20060586,Upland
20060587,Riparian
20060587,Upland
20060588,Riparian
20060589,Upland
20060590,Upland
20060591,Riparian
20060591,Upland
20060592,Upland
20060593,Upland
20060594,Upland
20060595,Upland
20060596,Upland
20060597,Upland
20060598,Upland
20060599,Fish Passage
20060599,Upland
20060599,Fish Screening
20060600,Upland
20060600,Fish Screening
20060601,Fish Passage
20060602,Riparian
20060602,Upland
20060603,Upland
20060604,Upland
20060605,Upland
20060606,Upland
20060607,Upland
20060608,Upland
20060609,Upland
20060610,Upland
20060611,Upland
20060612,Upland
20060614,Instream Flow
20060615,Upland
20060616,Riparian
20060617,Upland
20060618,Riparian
20060619,Riparian
20060620,Upland
20060621,Upland
20060622,Upland
20060623,Upland
20060624,Upland
20060625,Upland
20060626,Fish Passage
20060627,Upland
20060628,Upland
20060629,Upland
20060630,Upland
20060631,Riparian
20060631,Upland
20060632,Upland
20060633,Upland
20060634,Upland
20060635,Instream
20060636,Fish Passage
20060637,Instream
20060637,Riparian
20060638,Upland
20060639,Instream
20060639,Riparian
20060640,Riparian
20060641,Upland
20060642,Upland
20060643,Upland
20060644,Instream
20060644,Riparian
20060644,Fish Passage
20060645,Riparian
20060645,Upland
20060646,Upland
20060648,Instream
20060649,Riparian
20060650,Fish Passage
20060651,Upland
20060652,Upland
20060653,Upland
20060654,Upland
20060655,Upland
20060656,Riparian
20060657,Wetland
20060658,Instream
20060658,Fish Passage
20060659,Instream
20060659,Fish Passage
20060661,Riparian
20060662,Riparian
20060663,Upland
20060664,Riparian
20060664,Fish Passage
20060665,Upland
20060666,Upland
20060667,Upland
20060668,Fish Passage
20060669,Road
20060670,Fish Passage
20060671,Fish Passage
20060672,Fish Passage
20060673,Road
20060674,Wetland
20060675,Riparian
20060676,Riparian
20060677,Instream
20060678,Fish Passage
20060679,Upland
20060680,Instream
20060681,Riparian
20060681,Wetland
20060682,Riparian
20060682,Upland
20060683,Upland
20060684,Riparian
20060685,Riparian
20060686,Upland
20060687,Upland
20060688,Upland
20060689,Riparian
20060689,Road
20060690,Riparian
20060691,Riparian
20060692,Instream
20060692,Fish Passage
20060693,Instream
20060693,Fish Passage
20060694,Instream
20060695,Upland
20060696,Road
20060697,Upland
20060698,Upland
20060699,Upland
20060700,Upland
20060701,Upland
20060702,Upland
20060703,Riparian
20060704,Riparian
20060705,Upland
20060706,Upland
20060707,Riparian
20060707,Upland
20060708,Upland
20060708,Wetland
20060709,Instream
20060710,Riparian
20060710,Upland
20060711,Fish Passage
20060712,Fish Passage
20060713,Fish Passage
20060714,Instream
20060715,Fish Passage
20060716,Instream
20060717,Instream
20060718,Riparian
20060719,Instream
20060719,Riparian
20060720,Upland
20060721,Upland
20060722,Upland
20060723,Upland
20060724,Upland
20060725,Upland
20060726,Upland
20060727,Riparian
20060728,Upland
20060729,Fish Passage
20060730,Riparian
20060730,Upland
20060731,Riparian
20060732,Wetland
20060733,Riparian
20060734,Upland
20060735,Upland
20060736,Upland
20060737,Upland
20060738,Upland
20060739,Upland
20060740,Upland
20060741,Upland
20060742,Upland
20060743,Upland
20060744,Upland
20060745,Upland
20060746,Upland
20060747,Fish Passage
20060748,Upland
20060749,Upland
20060750,Upland
20060751,Upland
20060752,Fish Passage
20060753,Riparian
20060754,Riparian
20060755,Riparian
20060756,Wetland
20060757,Instream
20060757,Wetland
20060758,Upland
20060759,Riparian
20060759,Upland
20060760,Instream Flow
20060761,Riparian
20060762,Upland
20060763,Wetland
20060764,Instream
20060766,Upland
20060767,Urban
20060768,Upland
20060769,Upland
20060770,Upland
20060771,Upland
20060772,Instream
20060773,Instream
20060774,Riparian
20060774,Upland
20060775,Fish Passage
20060775,Upland
20060776,Instream
20060777,Fish Passage
20060777,Upland
20060777,Fish Screening
20060778,Fish Passage
20060779,Fish Passage
20060780,Fish Passage
20060781,Fish Passage
20060782,Wetland
20060783,Fish Passage
20060784,Instream
20060784,Riparian
20060784,Fish Passage
20060785,Combined
20060786,Upland
20060787,Upland
20060788,Upland
20060789,Upland
20060790,Upland
20060791,Upland
20060792,Upland
20060793,Upland
20060794,Upland
20060795,Upland
20060796,Upland
20060797,Upland
20060798,Upland
20060799,Upland
20060800,Upland
20060801,Upland
20060802,Riparian
20060802,Wetland
20060803,Riparian
20060803,Upland
20060804,Riparian
20060805,Riparian
20060806,Riparian
20060807,Riparian
20060808,Riparian
20060809,Riparian
20060810,Riparian
20060811,Upland
20060812,Riparian
20060813,Riparian
20060814,Riparian
20060815,Upland
20060816,Riparian
20060817,Upland
20060818,Riparian
20060819,Riparian
20060820,Riparian
20060821,Riparian
20060822,Riparian
20060823,Riparian
20060824,Upland
20060825,Riparian
20060826,Upland
20060827,Riparian
20060828,Upland
20060829,Riparian
20060830,Riparian
20060831,Riparian
20060832,Riparian
20060833,Riparian
20060834,Riparian
20060835,Riparian
20060836,Riparian
20060837,Riparian
20060838,Riparian
20060839,Riparian
20060840,Riparian
20060841,Riparian
20060842,Riparian
20060843,Riparian
20060844,Riparian
20060845,Riparian
20060846,Riparian
20060847,Riparian
20060848,Riparian
20060849,Riparian
20060850,Riparian
20060851,Riparian
20060852,Riparian
20060853,Riparian
20060854,Riparian
20060855,Riparian
20060856,Riparian
20060857,Riparian
20060858,Riparian
20060859,Riparian
20060860,Riparian
20060861,Riparian
20060862,Riparian
20060863,Upland
20060864,Upland
20060865,Upland
20060866,Upland
20060867,Riparian
20060868,Riparian
20060869,Upland
20060870,Upland
20060871,Riparian
20060872,Riparian
20060873,Upland
20060874,Upland
20060875,Riparian
20060876,Riparian
20060877,Riparian
20060878,Riparian
20060879,Riparian
20060880,Riparian
20060881,Riparian
20060882,Riparian
20060883,Riparian
20060884,Riparian
20060885,Riparian
20060886,Riparian
20060887,Riparian
20060888,Riparian
20060889,Riparian
20060890,Riparian
20060891,Riparian
20060892,Riparian
20060893,Riparian
20060894,Riparian
20060895,Riparian
20060896,Riparian
20060897,Riparian
20060898,Riparian
20060899,Riparian
20060900,Riparian
20060901,Riparian
20060902,Riparian
20060903,Riparian
20060904,Riparian
20060905,Riparian
20060906,Riparian
20060907,Riparian
20060908,Riparian
20060909,Riparian
20060910,Riparian
20060911,Riparian
20060912,Riparian
20060913,Riparian
20060914,Riparian
20060915,Riparian
20060916,Riparian
20060917,Riparian
20060918,Upland
20060920,Riparian
20060921,Upland
20060923,Riparian
20060923,Road
20060924,Riparian
20060924,Road
20060925,Riparian
20060925,Road
20060926,Riparian
20060926,Road
20060927,Riparian
20060927,Road
20060928,Riparian
20060928,Road
20060929,Riparian
20060929,Road
20060930,Riparian
20060930,Road
20060931,Riparian
20060932,Instream
20060932,Riparian
20060932,Road
20060933,Riparian
20060933,Road
20060934,Riparian
20060934,Road
20060935,Riparian
20060935,Road
20060936,Riparian
20060936,Road
20060937,Riparian
20060937,Road
20060938,Riparian
20060938,Road
20060939,Riparian
20060939,Road
20060940,Riparian
20060940,Road
20060941,Riparian
20060941,Road
20060942,Riparian
20060943,Riparian
20060944,Instream
20060944,Riparian
20060945,Riparian
20060945,Upland
20060946,Riparian
20060947,Upland
20060948,Riparian
20060949,Riparian
20060950,Riparian
20060951,Riparian
20060952,Riparian
20060953,Riparian
20060954,Riparian
20060955,Fish Passage
20060955,Upland
20060956,Riparian
20060956,Upland
20060957,Upland
20060958,Riparian
20060958,Upland
20060959,Riparian
20060960,Upland
20060961,Upland
20060962,Upland
20060963,Upland
20060964,Instream
20060964,Riparian
20060964,Wetland
20060965,Instream
20060965,Riparian
20060965,Fish Passage
20060966,Instream
20060966,Riparian
20060966,Upland
20060967,Riparian
20060967,Upland
20060968,Riparian
20060969,Riparian
20060970,Riparian
20060971,Riparian
20060972,Riparian
20060973,Riparian
20060974,Riparian
20060975,Riparian
20060976,Riparian
20060977,Riparian
20060978,Riparian
20060979,Riparian
20060980,Riparian
20060981,Riparian
20060982,Riparian
20060983,Riparian
20060984,Riparian
20060985,Riparian
20060986,Riparian
20060987,Riparian
20060988,Riparian
20060989,Riparian
20060990,Riparian
20060991,Riparian
20060992,Riparian
20060993,Riparian
20060994,Riparian
20060995,Riparian
20060996,Riparian
20060997,Riparian
20060998,Riparian
20060999,Riparian
20061000,Riparian
20061001,Riparian
20061002,Riparian
20061003,Riparian
20061004,Riparian
20061005,Riparian
20061006,Riparian
20061007,Riparian
20061008,Riparian
20061009,Riparian
20061010,Riparian
20061011,Riparian
20061012,Riparian
20061013,Riparian
20061014,Riparian
20061015,Riparian
20061016,Riparian
20061017,Riparian
20061018,Riparian
20061019,Riparian
20061020,Riparian
20061021,Riparian
20061022,Riparian
20061023,Riparian
20061024,Riparian
20061025,Riparian
20061026,Riparian
20061027,Riparian
20061028,Riparian
20061029,Riparian
20061030,Riparian
20061031,Riparian
20061032,Riparian
20061033,Riparian
20061034,Riparian
20061035,Riparian
20061036,Riparian
20061037,Riparian
20061038,Riparian
20061039,Riparian
20061040,Riparian
20061041,Riparian
20061042,Riparian
20061043,Riparian
20061044,Riparian
20061045,Riparian
20061046,Riparian
20061047,Riparian
20061048,Riparian
20061049,Riparian
20061050,Riparian
20061051,Riparian
20061052,Riparian
20061053,Riparian
20061054,Riparian
20061055,Riparian
20061056,Riparian
20061057,Riparian
20061058,Riparian
20061059,Riparian
20061060,Riparian
20061061,Riparian
20061062,Riparian
20061063,Riparian
20061064,Riparian
20061065,Riparian
20061066,Riparian
20061067,Riparian
20061068,Riparian
20061069,Riparian
20061070,Riparian
20061071,Riparian
20061072,Riparian
20061073,Riparian
20061074,Riparian
20061075,Riparian
20061076,Instream
20061076,Riparian
20061077,Riparian
20061077,Wetland
20061077,Fish Screening
20061078,Riparian
20061078,Upland
20061079,Riparian
20061079,Upland
20061080,Instream
20061080,Riparian
20061080,Upland
20061081,Instream
20061081,Riparian
20061081,Upland
20061082,Upland
20061083,Upland
20061084,Upland
20061085,Upland
20061086,Upland
20061087,Upland
20061088,Upland
20061089,Upland
20061090,Upland
20061091,Upland
20061092,Upland
20061093,Upland
20061094,Upland
20061095,Upland
20061096,Upland
20061097,Upland
20061098,Upland
20061099,Upland
20061100,Upland
20061101,Upland
20061102,Upland
20061103,Upland
20061104,Upland
20061105,Upland
20061106,Upland
20061107,Upland
20061108,Upland
20061109,Upland
20061110,Upland
20061111,Upland
20061112,Upland
20061113,Upland
20061114,Upland
20061115,Upland
20061116,Upland
20061117,Upland
20061118,Upland
20061119,Upland
20061120,Upland
20061121,Upland
20061122,Upland
20061123,Upland
20061124,Upland
20061125,Upland
20061126,Upland
20061127,Upland
20061128,Upland
20061129,Upland
20061130,Upland
20061131,Upland
20061132,Upland
20061133,Upland
20061134,Upland
20061135,Upland
20061136,Upland
20061137,Upland
20061138,Upland
20061139,Upland
20061140,Upland
20061141,Upland
20061142,Upland
20061143,Upland
20061144,Upland
20061145,Riparian
20070001,Instream
20070002,Wetland
20070003,Riparian
20070004,Instream
20070004,Fish Passage
20070005,Instream
20070006,Instream
20070007,Instream
20070008,Instream
20070009,Upland
20070010,Instream
20070010,Road
20070011,Fish Passage
20070012,Fish Passage
20070013,Instream
20070014,Instream
20070015,Instream
20070016,Instream
20070017,Instream
20070017,Riparian
20070018,Instream
20070019,Fish Passage
20070020,Fish Passage
20070021,Road
20070022,Wetland
20070023,Instream
20070024,Upland
20070025,Instream
20070026,Instream
20070026,Fish Passage
20070027,Instream Flow
20070028,Instream
20070028,Fish Passage
20070028,Road
20070029,Instream
20070030,Instream
20070030,Riparian
20070031,Riparian
20070032,Instream
20070033,Riparian
20070034,Instream
20070035,Instream Flow
20070036,Fish Passage
20070037,Upland
20070038,Instream
20070039,Fish Passage
20070039,Road
20070040,Road
20070041,Riparian
20070042,Fish Passage
20070043,Fish Passage
20070044,Instream
20070044,Riparian
20070044,Upland
20070045,Riparian
20070046,Riparian
20070047,Fish Passage
20070047,Road
20070048,Riparian
20070049,Fish Passage
20070050,Road
20070051,Road
20070052,Instream
20070053,Road
20070054,Upland
20070055,Fish Passage
20070056,Road
20070057,Instream
20070058,Riparian
20070059,Fish Passage
20070060,Riparian
20070061,Instream
20070062,Upland
20070062,Wetland
20070063,Riparian
20070064,Riparian
20070065,Riparian
20070066,Wetland
20070067,Road
20070068,Riparian
20070069,Road
20070070,Road
20070071,Road
20070072,Road
20070073,Riparian
20070073,Road
20070074,Road
20070075,Riparian
20070076,Riparian
20070077,Riparian
20070078,Riparian
20070079,Riparian
20070080,Riparian
20070081,Riparian
20070082,Riparian
20070083,Riparian
20070084,Riparian
20070084,Road
20070085,Riparian
20070086,Riparian
20070086,Upland
20070087,Riparian
20070088,Upland
20070089,Riparian
20070090,Riparian
20070091,Riparian
20070092,Fish Passage
20070092,Road
20070093,Road
20070094,Fish Passage
20070095,Road
20070096,Road
20070097,Road
20070098,Road
20070099,Fish Passage
20070100,Road
20070101,Road
20070102,Road
20070103,Fish Passage
20070104,Fish Passage
20070105,Fish Passage
20070106,Instream
20070106,Fish Passage
20070106,Road
20070106,Estuarine
20070107,Instream
20070107,Road
20070108,Road
20070109,Riparian
20070110,Riparian
20070111,Instream
20070111,Riparian
20070112,Riparian
20070113,Instream
20070113,Fish Passage
20070114,Riparian
20070115,Instream
20070116,Riparian
20070117,Fish Passage
20070118,Fish Passage
20070119,Fish Passage
20070120,Road
20070121,Road
20070122,Road
20070123,Instream
20070123,Riparian
20070124,Upland
20070126,Upland
20070126,Wetland
20070127,Instream
20070127,Fish Passage
20070127,Fish Screening
20070128,Riparian
20070128,Upland
20070129,Upland
20070130,Upland
20070131,Instream
20070131,Riparian
20070132,Riparian
20070133,Riparian
20070134,Riparian
20070135,Riparian
20070136,Riparian
20070137,Riparian
20070138,Riparian
20070139,Riparian
20070140,Riparian
20070141,Riparian
20070142,Riparian
20070143,Road
20070144,Road
20070145,Riparian
20070146,Riparian
20070147,Riparian
20070148,Riparian
20070149,Riparian
20070150,Riparian
20070151,Road
20070152,Riparian
20070153,Riparian
20070154,Riparian
20070155,Riparian
20070156,Riparian
20070157,Riparian
20070158,Riparian
20070159,Riparian
20070160,Riparian
20070161,Riparian
20070162,Riparian
20070163,Riparian
20070164,Riparian
20070165,Riparian
20070166,Riparian
20070167,Riparian
20070168,Riparian
20070169,Riparian
20070170,Riparian
20070171,Riparian
20070172,Riparian
20070173,Riparian
20070174,Riparian
20070175,Riparian
20070176,Riparian
20070177,Riparian
20070178,Riparian
20070179,Riparian
20070180,Riparian
20070181,Riparian
20070182,Riparian
20070183,Riparian
20070184,Riparian
20070185,Riparian
20070186,Riparian
20070187,Riparian
20070188,Fish Passage
20070189,Fish Passage
20070190,Road
20070191,Fish Passage
20070192,Road
20070193,Road
20070194,Road
20070195,Road
20070196,Road
20070197,Riparian
20070198,Riparian
20070199,Road
20070200,Road
20070201,Road
20070202,Road
20070203,Road
20070204,Road
20070205,Road
20070206,Road
20070207,Road
20070208,Road
20070209,Instream
20070209,Road
20070210,Riparian
20070211,Riparian
20070212,Riparian
20070213,Riparian
20070214,Riparian
20070215,Riparian
20070216,Riparian
20070217,Riparian
20070218,Riparian
20070219,Riparian
20070220,Riparian
20070221,Riparian
20070222,Riparian
20070223,Riparian
20070224,Riparian
20070225,Riparian
20070226,Riparian
20070227,Riparian
20070228,Upland
20070229,Upland
20070230,Road
20070231,Fish Passage
20070232,Riparian
20070233,Riparian
20070234,Road
20070235,Riparian
20070236,Riparian
20070237,Fish Passage
20070238,Fish Passage
20070239,Road
20070240,Riparian
20070241,Riparian
20070242,Riparian
20070243,Road
20070244,Riparian
20070245,Riparian
20070246,Riparian
20070247,Riparian
20070248,Road
20070249,Riparian
20070250,Riparian
20070251,Riparian
20070252,Riparian
20070253,Fish Passage
20070254,Fish Passage
20070255,Fish Passage
20070256,Fish Passage
20070257,Fish Passage
20070258,Road
20070259,Fish Passage
20070260,Instream
20070261,Fish Passage
20070262,Road
20070263,Road
20070264,Fish Passage
20070265,Fish Passage
20070265,Road
20070266,Fish Passage
20070266,Road
20070267,Fish Passage
20070267,Road
20070268,Fish Passage
20070269,Fish Passage
20070270,Fish Passage
20070271,Fish Passage
20070272,Fish Passage
20070273,Riparian
20070274,Riparian
20070275,Riparian
20070276,Riparian
20070277,Riparian
20070278,Riparian
20070279,Riparian
20070280,Riparian
20070281,Riparian
20070282,Riparian
20070283,Riparian
20070284,Riparian
20070285,Riparian
20070286,Riparian
20070287,Riparian
20070288,Riparian
20070289,Riparian
20070290,Riparian
20070291,Riparian
20070292,Riparian
20070293,Riparian
20070294,Riparian
20070295,Riparian
20070296,Riparian
20070297,Riparian
20070298,Riparian
20070299,Riparian
20070300,Riparian
20070301,Riparian
20070302,Riparian
20070303,Riparian
20070304,Riparian
20070305,Riparian
20070306,Fish Passage
20070307,Fish Passage
20070308,Road
20070309,Road
20070310,Road
20070311,Road
20070312,Road
20070313,Road
20070314,Road
20070315,Road
20070316,Road
