PROJNUM,NameType
20030440,['roseburg resources co (private forest industrial landowner)']
20030441,['roseburg resources co (private forest industrial landowner)']
20030442,['roseburg resources co (private forest industrial landowner)']
20030443,['roseburg resources co (private forest industrial landowner)']
20030444,['roseburg resources co (private forest industrial landowner)']
20030445,['roseburg resources co (private forest industrial landowner)']
20030446,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030447,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030448,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030449,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030450,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030451,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030452,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030453,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030454,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030455,['giustina resources (private forest industrial landowner)']
20030456,['giustina resources (private forest industrial landowner)']
20030457,['giustina resources (private forest industrial landowner)']
20030458,['giustina resources (private forest industrial landowner)']
20030459,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030460,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030461,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030462,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030463,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030464,"['giustina resources (private forest industrial landowner)', 'giustina resources (private forest industrial landowner)']"
20030465,['boise cascade (private forest industrial landowner)']
20030466,['boise cascade (private forest industrial landowner)']
20030467,['boise cascade (private forest industrial landowner)']
20030468,['boise cascade (private forest industrial landowner)']
20030469,['boise cascade (private forest industrial landowner)']
20030470,['boise cascade (private forest industrial landowner)']
20030471,['boise cascade (private forest industrial landowner)']
20030472,['boise cascade (private forest industrial landowner)']
20030473,['boise cascade (private forest industrial landowner)']
20030474,['boise cascade (private forest industrial landowner)']
20030475,['boise cascade (private forest industrial landowner)']
20030476,['boise cascade (private forest industrial landowner)']
20030477,['boise cascade (private forest industrial landowner)']
20030478,['boise cascade (private forest industrial landowner)']
20030479,['boise cascade (private forest industrial landowner)']
20030480,['boise cascade (private forest industrial landowner)']
20030481,['boise cascade (private forest industrial landowner)']
20030482,['boise cascade (private forest industrial landowner)']
20030483,['boise cascade (private forest industrial landowner)']
20030484,"['odfw (state agency/university or jobs program (or ownership))', 'giustina land timber co (private forest industrial landowner)']"
20030485,"['odfw (state agency/university or jobs program (or ownership))', 'odot (state agency/university or jobs program (or ownership))', 'curry swcd (Soil & Water Conservation District)', 'oregon parks recreation department (state agency/university or jobs program (or ownership))', 'oregon wildlife heritage foundation (conservation group)', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))']"
20030486,"['odfw (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'oregon wildlife heritage foundation (conservation group)']"
20030487,"['menasha corporation (private forest industrial landowner)', 'oda (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'oregon wildlife heritage foundation (conservation group)', 'lower rogue watershed council (watershed council)']"
20030488,"['oweb (state agency/university or jobs program (or ownership))', 'menasha corporation (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'oregon wildlife heritage foundation (conservation group)']"
20030489,"['city of brookings (city)', 'odfw (state agency/university or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))', 'rogue basin coordinating council (watershed council)', 'oregon south coast fishermen (sporting group)', 'oda (state agency/university or jobs program (or ownership))', 'south coast watershed council (watershed council)', 'curry swcd (Soil & Water Conservation District)', 'deq (state agency/university or jobs program (or ownership))']"
20030490,"['city of scappoose (city)', 'oweb (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'scappoose bay watershed council (watershed council)']"
20030491,"['odfw (state agency/university or jobs program (or ownership))', 'swanson group inc (private forest industrial landowner)']"
20030492,"['blm (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)']"
20030493,"['private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'blm (federal agency or jobs program (or ownership))']"
20030494,"['boy scouts of america (volunteer)', 'private landowner (private non-industrial landowner)', 'blm (federal agency or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'oweb (state agency/university or jobs program (or ownership))']"
20030495,"['private landowner (private non-industrial landowner)', 'blm (federal agency or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'oweb (state agency/university or jobs program (or ownership))']"
20030496,"['upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))']"
20030497,"['oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)']"
20030498,"['upper nehalem watershed council (watershed council)', 'cedar ridge (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))']"
20030499,"['oweb (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)']"
20030500,"['blm (federal agency or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
20030501,"['private landowner (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)']"
20030502,"['blm (federal agency or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'deq (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030503,"['upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))']"
20030504,"['deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)']"
20030505,"['blm (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)']"
20030506,"['deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'keasey farm corporation (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)', 'blm (federal agency or jobs program (or ownership))']"
20030507,"['blm (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))']"
20030508,"['upper nehalem watershed council (watershed council)', 'blm (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'deq (state agency/university or jobs program (or ownership))']"
20030509,"['blm (federal agency or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'other participant (other)', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))']"
20030510,"['blm (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)']"
20030511,"['oweb (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)', 'deq (state agency/university or jobs program (or ownership))']"
20030512,"['private landowner (private non-industrial landowner)', 'blm (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'deq (state agency/university or jobs program (or ownership))']"
20030513,"['deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)', 'blm (federal agency or jobs program (or ownership))']"
20030514,"['upper nehalem watershed council (watershed council)', 'deq (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'longview fibre co (private forest industrial landowner)']"
20030515,"['blm (federal agency or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'deq (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030516,"['upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))']"
20030517,"['oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)', 'blm (federal agency or jobs program (or ownership))']"
20030518,"['deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)']"
20030519,"['upper nehalem watershed council (watershed council)', 'city of vernonia (city)', 'oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))']"
20030520,"['oweb (state agency/university or jobs program (or ownership))', 'upper nehalem watershed council (watershed council)', 'deq (state agency/university or jobs program (or ownership))', 'city of vernonia (city)']"
20030521,"['upper nehalem watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))']"
20030522,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)', 'blm (federal agency or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))']"
20030523,"['oweb (state agency/university or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'upper nehalem watershed council (watershed council)']"
20030524,"['city of albany (city)', 'oweb (state agency/university or jobs program (or ownership))']"
20030525,"['benton swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowners multiple (private non-industrial landowner)', 'benton county public works (county)']"
20030526,"['benton county public works (county)', 'oweb (state agency/university or jobs program (or ownership))']"
20030527,"['private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'calapooia watershed council (watershed council)']"
20030528,"['cascade timber consulting inc (private forest industrial landowner)', 'hill timber interest (private forest industrial landowner)']"
20030529,"['columbia county road department (county)', 'scappoose bay watershed council (watershed council)', 'oweb (state agency/university or jobs program (or ownership))']"
20030530,"['columbia county road department (county)', 'scappoose bay watershed council (watershed council)', 'oweb (state agency/university or jobs program (or ownership))']"
20030531,"['odfw (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'usfws (federal agency or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'nrcs (federal agency or jobs program (or ownership))', 'east lane swcd (Soil & Water Conservation District)']"
20030532,['frank lumber co inc (contractor)']
20030533,"['glenn gibson watershed council (watershed council)', 'city of salem (city)', 'oweb (state agency/university or jobs program (or ownership))', 'city of salem (city)', 'contractor (contractor)']"
20030534,"['oweb (state agency/university or jobs program (or ownership))', 'benton swcd (Soil & Water Conservation District)', 'private landowners multiple (private non-industrial landowner)', 'habitats inc (consultant)']"
20030535,"['habitats inc (consultant)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'east lane swcd (Soil & Water Conservation District)']"
20030536,"['heritage seedlings inc (local business)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030537,"['city of eugene (city)', 'oweb (state agency/university or jobs program (or ownership))', 'long tom watershed council (watershed council)']"
20030538,"['usfws (federal agency or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'long tom watershed council (watershed council)']"
20030539,"['long tom watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'usfws (federal agency or jobs program (or ownership))']"
20030540,"['oweb (state agency/university or jobs program (or ownership))', 'long tom watershed council (watershed council)', 'private landowners multiple (private non-industrial landowner)']"
20030541,['longview fibre co (private forest industrial landowner)']
20030542,['longview fibre co (private forest industrial landowner)']
20030543,['longview fibre co (private forest industrial landowner)']
20030544,['longview fibre co (private forest industrial landowner)']
20030545,['longview fibre co (private forest industrial landowner)']
20030546,['longview fibre co (private forest industrial landowner)']
20030547,['longview fibre co (private forest industrial landowner)']
20030548,['longview fibre co (private forest industrial landowner)']
20030549,['longview fibre co (private forest industrial landowner)']
20030550,['longview fibre co (private forest industrial landowner)']
20030551,['longview fibre co (private forest industrial landowner)']
20030552,['longview fibre co (private forest industrial landowner)']
20030553,['longview fibre co (private forest industrial landowner)']
20030554,['longview fibre co (private forest industrial landowner)']
20030555,['longview fibre co (private forest industrial landowner)']
20030556,['longview fibre co (private forest industrial landowner)']
20030557,['longview fibre co (private forest industrial landowner)']
20030558,['longview fibre co (private forest industrial landowner)']
20030559,['longview fibre co (private forest industrial landowner)']
20030560,['longview fibre co (private forest industrial landowner)']
20030561,['longview fibre co (private forest industrial landowner)']
20030562,['longview fibre co (private forest industrial landowner)']
20030563,['longview fibre co (private forest industrial landowner)']
20030564,['longview fibre co (private forest industrial landowner)']
20030565,['longview fibre co (private forest industrial landowner)']
20030566,['longview fibre co (private forest industrial landowner)']
20030567,['longview fibre co (private forest industrial landowner)']
20030568,['longview fibre co (private forest industrial landowner)']
20030569,['longview fibre co (private forest industrial landowner)']
20030570,['longview fibre co (private forest industrial landowner)']
20030571,"['usfws (federal agency or jobs program (or ownership))', 'marion county public works (county)', 'oweb (state agency/university or jobs program (or ownership))']"
20030572,"['wildish sand and gravel (local business)', 'odfw (state agency/university or jobs program (or ownership))', 'mckenzie watershed council (watershed council)', 'oweb (state agency/university or jobs program (or ownership))', 'mckenzie flyfishers (sporting group)', 'noaa (federal agency or jobs program (or ownership))', 'lane county (county)', 'us army corps of engineers (federal agency or jobs program (or ownership))', 'riveridge golf course (local business)', 'mckenzie watershed council (watershed council)', 'oregon department of geology mineral industries (state agency/university or jobs program (or ownership))', 'dsl (state agency/university or jobs program (or ownership))', 'mckenzie river trust (conservation group)']"
20030573,"['mckenzie river trust (conservation group)', 'lane county (county)', 'odfw (state agency/university or jobs program (or ownership))', 'mckenzie watershed council (watershed council)', 'delta sand and gravel (local business)', 'oweb (state agency/university or jobs program (or ownership))', 'mckenzie flyfishers (sporting group)', 'dsl (state agency/university or jobs program (or ownership))', 'noaa (federal agency or jobs program (or ownership))', 'riveridge golf course (local business)', 'oregon department of geology mineral industries (state agency/university or jobs program (or ownership))', 'mckenzie watershed council (watershed council)', 'us army corps of engineers (federal agency or jobs program (or ownership))']"
20030574,"['clackamas river basin council (watershed council)', 'metro (city)', 'oweb (state agency/university or jobs program (or ownership))']"
20030575,"['oweb (state agency/university or jobs program (or ownership))', 'bonneville environmental foundation (non-profit organization (not specifically a conservation or sporting group or watershed council))', 'private landowner (private non-industrial landowner)', 'blm (federal agency or jobs program (or ownership))', 'mohawk watershed partnership (watershed council)']"
20030576,"['oweb (state agency/university or jobs program (or ownership))', 'the nature conservancy (conservation group)', 'private landowners multiple (private non-industrial landowner)']"
20030577,"['upper willamette step (volunteer)', 'oregon wildlife heritage foundation (conservation group)', 'private landowner (private non-industrial landowner)', 'oregon parks recreation department (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))']"
20030578,['odf (state agency/university or jobs program (or ownership))']
20030579,['odf (state agency/university or jobs program (or ownership))']
20030580,['odf (state agency/university or jobs program (or ownership))']
20030581,['odf (state agency/university or jobs program (or ownership))']
20030582,['odot (state agency/university or jobs program (or ownership))']
20030583,['odot (state agency/university or jobs program (or ownership))']
20030584,['odot (state agency/university or jobs program (or ownership))']
20030585,['odot (state agency/university or jobs program (or ownership))']
20030586,"['odot (state agency/university or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))']"
20030587,"['private landowner (private non-industrial landowner)', 'oregon parks recreation department (state agency/university or jobs program (or ownership))', 'pacific wildlife research (research)', 'oweb (state agency/university or jobs program (or ownership))', 'oregon state university (state agency/university or jobs program (or ownership))']"
20030588,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)']"
20030589,"['polk swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030590,"['oweb (state agency/university or jobs program (or ownership))', 'polk swcd (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)']"
20030591,['port blakely tree farms (private forest industrial landowner)']
20030592,['port blakely tree farms (private forest industrial landowner)']
20030593,['port blakely tree farms (private forest industrial landowner)']
20030594,"['oweb (state agency/university or jobs program (or ownership))', 'pressly douglass farm (private non-industrial landowner)']"
20030595,"['oweb (state agency/university or jobs program (or ownership))', 'pacific power or pge (utilities)', 'city of st helens (city)', 'scappoose bay watershed council (watershed council)']"
20030596,['swanson group inc (private forest industrial landowner)']
20030597,['weyerhaeuser company (private forest industrial landowner)']
20030598,['weyerhaeuser company (private forest industrial landowner)']
20030599,['weyerhaeuser company (private forest industrial landowner)']
20030600,['weyerhaeuser company (private forest industrial landowner)']
20030601,['weyerhaeuser company (private forest industrial landowner)']
20030602,['weyerhaeuser company (private forest industrial landowner)']
20030603,['weyerhaeuser company (private forest industrial landowner)']
20030604,['weyerhaeuser company (private forest industrial landowner)']
20030605,['weyerhaeuser company (private forest industrial landowner)']
20030606,['weyerhaeuser company (private forest industrial landowner)']
20030607,['weyerhaeuser company (private forest industrial landowner)']
20030608,['weyerhaeuser company (private forest industrial landowner)']
20030609,['weyerhaeuser company (private forest industrial landowner)']
20030610,['weyerhaeuser company (private forest industrial landowner)']
20030611,['weyerhaeuser company (private forest industrial landowner)']
20030612,['weyerhaeuser company (private forest industrial landowner)']
20030613,['weyerhaeuser company (private forest industrial landowner)']
20030614,['weyerhaeuser company (private forest industrial landowner)']
20030615,['weyerhaeuser company (private forest industrial landowner)']
20030616,['weyerhaeuser company (private forest industrial landowner)']
20030617,['weyerhaeuser company (private forest industrial landowner)']
20030618,['weyerhaeuser company (private forest industrial landowner)']
20030619,['weyerhaeuser company (private forest industrial landowner)']
20030620,['weyerhaeuser company (private forest industrial landowner)']
20030621,['weyerhaeuser company (private forest industrial landowner)']
20030622,['weyerhaeuser company (private forest industrial landowner)']
20030623,['weyerhaeuser company (private forest industrial landowner)']
20030624,['weyerhaeuser company (private forest industrial landowner)']
20030625,['weyerhaeuser company (private forest industrial landowner)']
20030626,['weyerhaeuser company (private forest industrial landowner)']
20030627,['weyerhaeuser company (private forest industrial landowner)']
20030628,['weyerhaeuser company (private forest industrial landowner)']
20030629,['weyerhaeuser company (private forest industrial landowner)']
20030630,['weyerhaeuser company (private forest industrial landowner)']
20030631,['weyerhaeuser company (private forest industrial landowner)']
20030632,['weyerhaeuser company (private forest industrial landowner)']
20030633,['weyerhaeuser company (private forest industrial landowner)']
20030634,['weyerhaeuser company (private forest industrial landowner)']
20030635,['weyerhaeuser company (private forest industrial landowner)']
20030636,['weyerhaeuser company (private forest industrial landowner)']
20030637,['weyerhaeuser company (private forest industrial landowner)']
20030638,['weyerhaeuser company (private forest industrial landowner)']
20030639,['weyerhaeuser company (private forest industrial landowner)']
20030640,['weyerhaeuser company (private forest industrial landowner)']
20030641,['weyerhaeuser company (private forest industrial landowner)']
20030642,['weyerhaeuser company (private forest industrial landowner)']
20030643,['weyerhaeuser company (private forest industrial landowner)']
20030644,"['private landowner neighbor contributor (private non-industrial landowner)', 'weyerhaeuser company (private forest industrial landowner)']"
20030645,['weyerhaeuser company (private forest industrial landowner)']
20030646,['weyerhaeuser company (private forest industrial landowner)']
20030647,['weyerhaeuser company (private forest industrial landowner)']
20030648,['weyerhaeuser company (private forest industrial landowner)']
20030649,['weyerhaeuser company (private forest industrial landowner)']
20030650,['weyerhaeuser company (private forest industrial landowner)']
20030651,['weyerhaeuser company (private forest industrial landowner)']
20030652,['weyerhaeuser company (private forest industrial landowner)']
20030653,['weyerhaeuser company (private forest industrial landowner)']
20030654,['weyerhaeuser company (private forest industrial landowner)']
20030655,['weyerhaeuser company (private forest industrial landowner)']
20030656,['weyerhaeuser company (private forest industrial landowner)']
20030657,['weyerhaeuser company (private forest industrial landowner)']
20030658,['weyerhaeuser company (private forest industrial landowner)']
20030659,['weyerhaeuser company (private forest industrial landowner)']
20030660,['weyerhaeuser company (private forest industrial landowner)']
20030661,['weyerhaeuser company (private forest industrial landowner)']
20030662,['weyerhaeuser company (private forest industrial landowner)']
20030663,['weyerhaeuser company (private forest industrial landowner)']
20030664,['weyerhaeuser company (private forest industrial landowner)']
20030665,['weyerhaeuser company (private forest industrial landowner)']
20030666,['weyerhaeuser company (private forest industrial landowner)']
20030667,['weyerhaeuser company (private forest industrial landowner)']
20030668,['weyerhaeuser company (private forest industrial landowner)']
20030669,['weyerhaeuser company (private forest industrial landowner)']
20030670,['weyerhaeuser company (private forest industrial landowner)']
20030671,['weyerhaeuser company (private forest industrial landowner)']
20030672,['weyerhaeuser company (private forest industrial landowner)']
20030673,['weyerhaeuser company (private forest industrial landowner)']
20030674,['weyerhaeuser company (private forest industrial landowner)']
20030675,"['yamhill swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'yamhill basin council (watershed council)', 'volunteers (volunteer)']"
20030676,"['oweb (state agency/university or jobs program (or ownership))', 'clatsop 1 planning (private non-industrial landowner)', 'clatsop 1 crane (private non-industrial landowner)', 'columbia river estuary study taskforce (local organization or jobs program (e.g. grassroots, local focus))', 'clatsop 1 drainage improvement co (local organization or jobs program (e.g. grassroots, local focus))', 'clatsop 1 5 workers (private non-industrial landowner)']"
20030677,"['odf (state agency/university or jobs program (or ownership))', 'usfws (federal agency or jobs program (or ownership))', 'ducks unlimited inc (conservation group)', 'private landowner (private non-industrial landowner)', 'columbia land trust (conservation group)', 'oweb (state agency/university or jobs program (or ownership))']"
20030678,"['nestucca neskowin watershed council (watershed council)', 'south beach road association (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))']"
20030679,['odot (state agency/university or jobs program (or ownership))']
20030680,['odot (state agency/university or jobs program (or ownership))']
20030681,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'blm (federal agency or jobs program (or ownership))', 'applegate river watershed council (watershed council)']"
20030682,"['private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'applegate river watershed council (watershed council)']"
20030683,"['other federal participant (federal agency or jobs program (or ownership))', 'deq (state agency/university or jobs program (or ownership))', 'oweb (state agency/university or jobs program (or ownership))', 'applegate river watershed council (watershed council)', 'volunteer propagation team (volunteer)', 'american forests (conservation group)', 'private landowners multiple (private non-industrial landowner)']"
20030684,"['applegate river watershed council (watershed council)', 'private landowners multiple (private non-industrial landowner)', 'blm (federal agency or jobs program (or ownership))', 'volunteers (volunteer)', 'oweb (state agency/university or jobs program (or ownership))']"
20030685,"['national fish and wildlife foundation (conservation group)', 'oweb (state agency/university or jobs program (or ownership))', 'applegate river watershed council (watershed council)', 'private landowners multiple (private non-industrial landowner)']"
20030686,['boise cascade (private forest industrial landowner)']
20030687,['boise cascade (private forest industrial landowner)']
20030688,['boise cascade (private forest industrial landowner)']
20030689,['boise cascade (private forest industrial landowner)']
20030690,['boise cascade (private forest industrial landowner)']
20030691,['boise cascade (private forest industrial landowner)']
20030692,['boise cascade (private forest industrial landowner)']
20030693,['boise cascade (private forest industrial landowner)']
20030694,['boise cascade (private forest industrial landowner)']
20030695,['boise cascade (private forest industrial landowner)']
20030696,"['blm (federal agency or jobs program (or ownership))', 'boise cascade (private forest industrial landowner)']"
20030697,"['boise cascade (private forest industrial landowner)', 'blm (federal agency or jobs program (or ownership))']"
20030698,['boise cascade (private forest industrial landowner)']
20030699,"['lower rogue watershed council (watershed council)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))']"
20030700,"['oweb (state agency/university or jobs program (or ownership))', 'lower rogue watershed council (watershed council)', 'curry county (county)', 'usfs (federal agency or jobs program (or ownership))']"
20030701,"['oweb (state agency/university or jobs program (or ownership))', 'private landowner (private non-industrial landowner)', 'middle rogue watershed council (watershed council)']"
20030702,['odot (state agency/university or jobs program (or ownership))']
20030703,['odot (state agency/university or jobs program (or ownership))']
20030704,['odot (state agency/university or jobs program (or ownership))']
20030705,"['odot (state agency/university or jobs program (or ownership))', 'odot (state agency/university or jobs program (or ownership))']"
20030706,"['private landowners multiple (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'rogue basin coordinating council (watershed council)', 'carpenter foundation (non-profit organization (not specifically a conservation or sporting group or watershed council))']"
20030707,"['river network (conservation group)', 'oweb (state agency/university or jobs program (or ownership))', 'c2 cattle company (private non-industrial landowner)', 'rogue basin coordinating council (watershed council)']"
20030708,"['south slough national estuarine research reserve (conservation group)', 'swoya boys and girls club (volunteer)', 'coos watershed association (watershed council)', 'oweb (state agency/university or jobs program (or ownership))']"
20030709,"['private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'lomakatsi restoration project (conservation group)', 'upper rogue watershed association (watershed council)']"
20030710,"['upper rogue watershed association (watershed council)', 'private landowner (private non-industrial landowner)', 'oweb (state agency/university or jobs program (or ownership))', 'volunteers (volunteer)', 'odfw (state agency/university or jobs program (or ownership))', 'small woodlot owners association (private non-industrial landowner)']"
20030711,"['usfs (federal agency or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'us army corps of engineers (federal agency or jobs program (or ownership))', 'volunteers (volunteer)', 'upper rogue watershed association (watershed council)']"
20030712,"['private landowner (private non-industrial landowner)', 'applegate river watershed council (watershed council)', 'dennis martinez (other)', 'lomakatsi restoration project (conservation group)', 'oweb (state agency/university or jobs program (or ownership))', 'williams creek watershed council (watershed council)', 'frank lake (other)']"
20030713,"['oweb (state agency/university or jobs program (or ownership))', 'baker county association of districts (Soil & Water Conservation District)', 'private landowner (private non-industrial landowner)']"
20030714,"['oweb (state agency/university or jobs program (or ownership))', 'baker valley swcd (Soil & Water Conservation District)', 'k diamond ranch (private non-industrial landowner)']"
20030715,"['burnt river swcd (Soil & Water Conservation District)', 'oweb (state agency/university or jobs program (or ownership))', 'private landowners multiple (private non-industrial landowner)']"
